trade_date,RB9999,Y9999,IC9999,HC9999,I9999,TA9999,WR9999,CF9999,CJ9999,TF9999,V9999,FU9999,FG9999,CU9999,CY9999,IH9999,T9999,PB9999,RM9999,JM9999,ZC9999,PP9999,RU9999,P9999,B9999,SC9999,J9999,AP9999,ZN9999,C9999,BU9999,SR9999,AG9999,SM9999,TS9999,NI9999,IF9999,L9999,SF9999,MA9999,CS9999,EG9999,BB9999,SN9999,OI9999,M9999,SP9999,JD9999,AU9999,A9999,WH9999,AL9999
2014-01-13,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1403.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1403.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1401.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-14,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1403.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1403.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1401.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-15,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1403.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1403.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1401.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-16,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1403.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1401.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-17,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1401.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-20,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-21,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-22,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-23,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1402.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-24,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-27,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-28,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-29,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1405.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-01-30,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1405.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-07,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-10,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-11,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1407.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-12,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-13,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-14,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1402.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-17,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1406.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-18,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1403.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1406.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1402.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-19,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1406.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-20,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1404.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1404.XSGE,C1405.XDCE,BU1406.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-21,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1403.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1404.XSGE
2014-02-24,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1405.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-02-25,RB1405.XSGE,Y1405.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1405.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-02-26,RB1405.XSGE,Y1409.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1405.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-02-27,RB1405.XSGE,Y1409.XDCE,,,I1405.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-02-28,RB1405.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,,RU1405.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-03,RB1405.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1405.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-04,RB1405.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1405.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-05,RB1410.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1409.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-06,RB1410.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1409.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-07,RB1410.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1409.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1405.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-10,RB1410.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1409.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1409.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1405.XSGE
2014-03-11,RB1410.XSGE,Y1409.XDCE,,,I1409.XDCE,TA1405.XZCE,WR1409.XSGE,CF1405.XZCE,,TF1406.CCFX,V1405.XDCE,FU1411.XSGE,FG1405.XZCE,CU1405.XSGE,,,,PB1404.XSGE,RM1409.XZCE,JM1405.XDCE,ZC1405.XZCE,PP1409.XDCE,RU1409.XSGE,P1409.XDCE,B1409.XDCE,,J1405.XDCE,,ZN1405.XSGE,C1405.XDCE,BU1406.XSGE,SR1409.XZCE,AG1406.XSGE,,,,IF1403.CCFX,L1409.XDCE,,MA1405.XZCE,,,BB1405.XDCE,,OI1409.XZCE,M1409.XDCE,,JD1405.XDCE,AU1406.XSGE,A1409.XDCE,WH1405.XZCE,AL1406.XSGE
